RESPID,INTERVIEW_START_W157,INTERVIEW_END_W157,DEVICE_TYPE_W157,SVYMODE_W157,LANG_W157,X_AGECAT_W157,X_EDUCCAT2_W157,EMPLSIT_W157,JOBNUM_W157,PAYTYPE_W157,JOBTYPEMOD_W157,INDUSTRYCOMBO_W157,LOOKLKLY_W157,JOBSEC_W157,FINDJOB_W157,JOBDUTYMOD_a_W157,JOBDUTYMOD_b_W157,JOBDUTYMOD_c_W157,JOBDUTYMOD_d_W157,NUMEMP_W157,JOBSAT_W157,WORKSATIS_a_W157,WORKSATIS_b_W157,WORKSATIS_c_W157,WORKSATIS_d_W157,WORKSATIS_e_W157,WORKSATIS_f_W157,WORKSATIS_g_W157,WORKSATIS_h_W157,WORKSATIS_i_W157,WORKSATIS_j_W157,WORKSATIS_k_W157,PAYRS_a_W157,PAYRS_b_W157,PAYRS_c_W157,PAYRS_d_W157,PAYRS_e_W157,JOBCAREER_W157,WRKRS_W157,JOBDO_W157,JOBRESP1_W157,JOBRESP2_a_W157,JOBRESP2_b_W157,JOBRESP2_c_W157,WFHOPTION_W157,WFHPAST_W157,WFHCURR_W157,WFHDAYOPT_W157,WFHPOSTCVDMOD_W157,WFHSTAYJOB_W157,WFHIMPACT_a_W157,WFHIMPACT_b_W157,WFHIMPACT_c_W157,WFHIMPACT_d_W157,WFHIMPACT_e_W157,WFHIMPACT_f_W157,REMOTECALLS1_W157,REMOTECALLS4_W157,TRACKKNOW_a_W157,TRACKKNOW_b_W157,TRACKKNOW_c_W157,TRACKKNOW_d_W157,TRACKKNOW_e_W157,TRACKKNOW_f_W157,TRACKVIEW_W157,COVIDMEASURE_W157,TRAINNEED_W157,TRAINWAY1_W157,TRAINWAY2_W157,TRAINWAY3_W157,TRAINWAY4_W157,TRAINWAY5_W157,GOTTRAIN_W157,TRAINRS_a_W157,TRAINRS_b_W157,TRAINRS_c_W157,TRAINRS_d_W157,TRAINRS_e_W157,TRAINRS_f_W157,AIWRKTRAIN_W157,NOTRAINRS_a_W157,NOTRAINRS_b_W157,NOTRAINRS_c_W157,NOTRAINRS_d_W157,NOTRAINRS_e_W157,SKILLIMP_a_W157,SKILLIMP_b_W157,SKILLIMP_c_W157,SKILLIMP_d_W157,SKILLIMP_e_W157,SKILLIMP_f_W157,SKILLIMP_g_W157,SKILLIMP_h_W157,SKILLIMP_i_W157,AIWRKHEARD_W157,AIWRKFEEL_a_W157,AIWRKFEEL_b_W157,AIWRKFEEL_c_W157,AIWRKFEEL_d_W157,AIWRKDONE1_W157,AIWRKDONE2_W157,AIWRKOPPO_W157,CHATWRKHRD_W157,CHATWRK_W157,CHATWRKUSE_a_W157,CHATWRKUSE_b_W157,CHATWRKUSE_c_W157,CHATWRKUSE_d_W157,CHATWRKUSE_e_W157,CHATWRKUSE_f_W157,CHATWRKUSE_g_W157,CHATWRKIMP_a_W157,CHATWRKIMP_b_W157,NOCHATUSE_a_W157,NOCHATUSE_b_W157,NOCHATUSE_c_W157,NOCHATUSE_d_W157,CHATWRKPLC_W157,WRKDEI_W157,DIVEFFORT_W157,F_METRO,F_CREGION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W157
15704846,10-Oct-2024 14:14:58,10-Oct-2024 14:30:43,1,1,9,2,5,1,1,4,4,11,2,5,5,2,1,1,2,1,4,,,,,,,,,,,,,,,,,3,,3,4,2,2,1,1,4,1,,3,,,,,,,,1,2,,,,,,,,,2,,,,1,,1,2,3,2,3,3,1,2,,,,,,2,2,3,4,3,1,3,3,1,2,2,2,1,1,4,4,4,2,4,2,1,2,2,2,2,2,4,5,,,,,,1,,1,3,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,4,3,1,,4,1,2,1,9,3,1,2,3,0.7289146431825103
15704847,08-Oct-2024 15:35:27,08-Oct-2024 15:42:35,3,1,9,2,5,1,2,1,1,1,1,4,4,2,1,1,1,3,3,2,5,5,3,3,4,5,2,4,5,5,1,1,1,2,1,1,,3,2,2,1,1,1,4,5,1,3,,1,5,1,3,3,3,2,2,1,1,2,3,3,2,2,3,1,,,,,,1,2,2,1,3,1,2,1,,,,,,1,2,3,3,2,2,1,2,1,1,1,1,1,1,4,3,2,2,4,2,1,2,2,2,2,2,4,2,,,,,3,3,3,2,4,3,2,2,1,5,2,,1,1,1,1,1,1,2,1,5,1,,2,,1,1,2,9,2,1,1,2,0.4317065046413802
15704848,10-Oct-2024 17:21:44,10-Oct-2024 17:33:06,1,1,9,3,3,1,1,1,1,2,5,1,3,2,2,1,1,6,1,1,1,1,1,1,1,1,2,2,2,1,,,,,,1,,3,3,1,1,1,1,5,2,1,1,1,3,1,3,1,3,3,1,1,2,2,2,1,2,2,3,3,1,,,,,,1,1,3,1,3,1,3,1,,,,,,1,1,1,1,1,1,3,1,1,2,1,1,1,1,4,3,2,2,5,,,,,,,,,,1,1,1,3,3,1,3,1,3,1,3,2,2,3,2,,1,2,2,1,6,1,1,1,3,2,,1,,2,3,1,99,3,1,1,99,0.37455284326232763
15704849,10-Oct-2024 16:11:19,10-Oct-2024 16:24:51,1,1,9,3,4,1,2,1,1,3,5,3,5,2,2,1,1,6,2,3,3,3,3,2,2,3,2,2,2,2,,,,,,3,,3,3,1,2,2,2,3,,,2,,,,,,,,2,2,2,2,2,2,1,2,3,3,1,,,,,,1,2,3,3,3,1,3,2,,,,,,3,3,3,3,3,2,2,3,2,1,2,2,1,2,4,3,3,2,4,2,1,2,2,2,2,2,4,3,,,,,3,2,1,2,3,2,3,1,2,4,2,,1,1,1,1,1,1,2,1,6,1,,2,,1,1,1,2,2,1,2,1,0.852342003636218
15704850,08-Oct-2024 17:33:40,08-Oct-2024 17:43:28,3,1,9,2,3,1,2,1,1,9,2,3,4,2,2,2,1,1,3,1,2,4,2,3,3,4,3,6,1,1,,,,,,2,,3,3,2,2,2,1,4,1,,2,3,3,1,4,1,3,4,1,1,2,2,2,2,2,2,2,,2,,3,,,,1,1,3,3,3,1,1,2,,,,,,1,1,4,4,4,1,2,2,1,1,1,1,1,2,3,3,1,1,1,1,2,2,2,1,1,1,1,1,,,,,1,2,3,1,2,2,2,1,2,3,2,,1,1,1,1,1,10,,3,6,3,2,,4,2,4,1,8,4,1,2,2,1.4154531908201653
15704851,08-Oct-2024 15:38:01,08-Oct-2024 16:21:03,1,1,9,2,2,2,2,1,3,8,4,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,2,3,2,2,,,,,,3,,2,3,2,4,2,2,4,,,2,,,,,,,,4,,2,2,2,2,2,2,3,3,2,,3,,,,1,1,3,2,99,2,3,2,,,,,,2,1,2,2,2,1,3,2,2,3,,,,,,,,3,,,,,,,,,,,,,,,,3,3,1,1,3,2,2,3,2,2,,1,1,1,1,1,9,,3,6,1,,1,,1,1,1,8,1,1,2,2,0.9171715010824807
15704852,10-Oct-2024 14:03:13,10-Oct-2024 14:15:03,1,1,9,1,5,1,1,2,3,11,5,1,4,1,1,2,2,6,3,2,4,4,1,3,4,5,2,2,4,4,2,1,1,3,3,1,,3,1,3,2,8,2,5,,,3,,,,,,,,4,,1,2,1,2,1,2,2,1,1,,,,,,1,1,3,3,3,1,3,2,,,,,,2,2,2,4,3,1,4,2,1,3,,,,,,,,3,,,,,,,,,,,,,,,,2,3,1,4,2,1,2,1,5,2,,1,1,1,1,2,10,,3,6,1,,1,,1,1,3,9,2,2,1,3,1.2231038137664008
15704853,10-Oct-2024 16:08:41,10-Oct-2024 17:32:05,1,1,9,2,5,1,2,2,2,2,5,1,2,1,1,1,1,6,2,2,3,3,2,2,3,3,2,3,2,5,,,,,,1,,3,2,2,2,2,2,5,,,1,,,,,,,,3,,1,2,1,2,2,2,3,1,1,,,,,,1,2,3,2,1,2,3,2,,,,,,2,2,3,3,2,2,3,4,2,2,1,1,1,2,5,4,3,3,,,,,,,,,,,,,,,,3,3,1,1,1,2,1,1,5,2,,1,3,5,1,1,1,1,1,3,3,1,,4,1,2,2,9,3,1,1,3,0.3691946436201772
15704854,10-Oct-2024 15:26:21,10-Oct-2024 15:27:19,3,1,9,2,5,1,1,1,1,11,1,4,5,2,1,2,2,1,5,2,4,5,5,2,3,3,5,6,1,1,3,1,1,3,1,2,,2,4,1,1,2,1,3,1,,3,5,3,5,5,3,3,3,2,2,1,3,1,3,3,3,3,,1,,,,,,2,,,,,,,,3,3,3,3,1,1,1,1,3,4,3,1,1,1,1,2,2,1,1,3,2,2,1,4,2,2,2,2,2,2,2,2,5,,,,,1,1,2,1,4,1,2,1,1,5,2,,1,1,1,1,6,12,,3,6,4,2,,3,2,4,1,3,5,1,2,2,0.5856170709647603
15704855,11-Oct-2024 17:55:08,11-Oct-2024 18:08:23,1,1,9,2,2,1,1,2,1,1,4,4,3,1,1,1,1,6,3,4,4,4,3,3,2,3,3,2,3,3,1,1,1,3,1,3,,3,3,1,1,2,2,3,,,3,,,,,,,,4,,1,1,1,3,2,2,3,3,1,,,,,,1,3,3,3,1,1,3,2,,,,,,2,2,2,4,2,3,3,3,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,2,1,3,3,2,2,3,2,2,,1,1,1,1,1,1,1,1,5,3,1,,4,1,1,1,1,2,2,2,1,1.4301967646615728
15704856,09-Oct-2024 11:53:36,09-Oct-2024 12:14:28,1,1,9,3,6,1,2,2,5,6,3,3,4,2,2,2,2,6,4,2,4,4,3,4,3,3,3,3,3,3,1,1,1,3,1,3,,2,3,1,2,8,1,5,5,1,5,,3,3,3,3,3,3,3,,1,3,1,1,1,1,1,3,2,,,,,2,1,1,1,1,1,1,2,2,,,,,,1,99,1,5,5,1,2,1,1,1,1,1,2,2,4,3,2,1,3,2,2,2,2,1,1,2,2,2,,,,,1,1,3,1,4,2,3,2,1,6,2,,4,2,2,2,2,12,,3,3,2,,2,,2,3,2,2,3,1,2,2,0.9810197031663779
15704857,08-Oct-2024 19:30:49,08-Oct-2024 19:35:14,1,1,9,1,3,2,1,2,4,13,5,1,4,2,2,1,2,1,1,,,,,,,,,,,,,,,,,1,,3,3,6,7,2,1,6,4,,1,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,1,1,3,2,3,1,1,3,3,2,2,3,3,1,2,2,2,2,2,5,5,3,2,4,2,2,2,2,2,1,2,3,3,,,,,,1,,1,2,2,1,2,2,3,2,,1,1,1,1,1,10,,3,5,2,,2,,2,4,1,6,5,1,2,2,1.7525560414209398
15704858,10-Oct-2024 01:40:46,10-Oct-2024 01:52:27,1,1,9,2,3,1,1,1,1,7,4,1,4,2,1,1,1,6,2,2,3,4,3,1,1,2,2,1,2,3,,,,,,1,,3,2,1,2,2,2,5,,,5,,,,,,,,3,,3,1,2,3,1,6,3,3,1,,,,,,1,2,2,2,1,1,3,2,,,,,,2,1,3,4,2,2,3,3,1,2,1,1,2,2,3,3,1,3,,,,,,,,,,,,,,,,3,3,1,3,2,2,2,2,3,2,,1,1,1,1,2,12,,3,5,3,1,,3,1,1,1,2,2,1,2,1,0.6317731701556818
15704859,08-Oct-2024 15:49:33,08-Oct-2024 16:34:04,1,1,9,2,6,1,1,1,1,6,5,2,4,2,2,1,1,3,2,3,1,1,2,2,2,2,2,1,2,1,,,,,,1,,1,2,2,1,2,1,4,2,1,1,3,3,1,3,4,3,3,3,,2,2,2,2,2,2,3,3,2,,,,,4,1,1,3,3,3,1,3,2,,,,,,1,2,3,2,2,1,2,3,1,2,2,2,1,2,4,2,2,2,5,,,,,,,,,,3,1,3,3,3,2,3,1,3,2,2,2,1,6,2,,1,1,1,1,3,1,1,1,2,1,,1,,1,1,1,7,2,1,1,2,0.4451668636342531
15704860,08-Oct-2024 16:02:37,08-Oct-2024 16:13:23,1,1,9,3,5,1,1,2,1,2,5,1,2,2,2,1,2,4,2,4,2,3,3,2,3,3,2,3,4,2,,,,,,1,,2,1,2,2,2,2,5,,,5,,,,,,,,4,,1,1,1,2,3,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,4,4,3,3,3,4,3,2,2,2,2,2,5,5,3,2,5,,,,,,,,,,3,3,1,3,3,1,3,1,4,2,3,2,1,5,2,,1,1,1,1,1,9,,3,6,2,,1,,2,4,1,9,5,2,2,3,0.8633085990234769
15704861,09-Oct-2024 09:04:05,09-Oct-2024 09:18:54,3,1,9,3,5,1,1,2,3,8,5,1,3,2,1,2,1,6,3,2,3,3,3,3,2,2,3,6,2,1,,,,,,1,,3,3,1,2,8,1,5,1,,1,3,1,1,3,1,2,3,2,1,1,1,1,1,3,2,3,,1,,,,,,2,,,,,,,,3,3,3,1,3,1,1,3,3,2,2,3,2,2,2,1,1,1,1,6,,4,2,5,,,,,,,,,,1,2,2,3,3,3,3,1,2,2,3,2,1,5,2,,1,1,1,1,2,12,,3,5,4,99,,,9,9,2,4,3,1,1,2,0.37415920160424737
15704862,08-Oct-2024 14:59:14,08-Oct-2024 15:01:46,1,1,9,1,1,1,2,2,2,4,3,3,3,2,2,2,99,5,4,2,5,2,2,2,1,5,3,2,4,2,1,1,2,3,3,99,,2,2,4,4,2,1,3,3,1,2,2,4,5,2,4,5,2,3,,1,2,2,2,2,2,3,2,1,,,,,,2,,,,,,,,2,2,2,2,2,2,3,3,2,3,1,4,4,3,2,1,1,1,1,4,5,3,2,3,1,2,1,2,1,2,1,2,4,,,,,2,1,1,1,4,1,1,2,3,1,1,2,2,1,3,2,6,12,,3,6,3,2,,2,2,4,1,1,5,1,2,1,2.733665146246873
15704863,10-Oct-2024 15:55:25,10-Oct-2024 16:05:42,1,1,9,2,2,1,1,2,1,4,3,4,4,2,1,1,1,6,3,4,3,3,1,2,1,1,1,1,5,5,,,,,,3,,3,5,1,3,4,2,5,,,2,,,,,,,,2,1,2,1,1,2,1,1,3,1,1,,,,,,1,3,2,2,1,1,3,2,,,,,,1,1,1,3,4,1,3,2,2,2,2,1,1,1,4,2,2,2,4,2,2,2,2,1,2,2,4,3,,,,,3,3,3,1,3,2,2,2,3,2,2,,1,1,1,1,6,1,1,1,4,2,,1,,2,3,1,3,3,1,2,1,0.933745973017047
15704864,08-Oct-2024 16:29:14,08-Oct-2024 16:40:43,3,1,9,4,6,2,1,4,1,2,2,2,4,2,2,1,2,5,3,3,3,4,3,3,3,5,1,6,1,1,,,,,,1,1,3,2,2,1,2,1,5,1,,2,3,3,3,3,3,3,3,1,1,2,2,2,1,1,3,4,,1,,,,,,1,3,3,3,3,2,3,2,,,,,,2,1,3,3,4,1,2,4,1,3,,,,,,,,2,5,,,,,,,,,,1,1,1,3,3,3,4,1,1,3,4,2,1,6,2,,4,1,1,4,3,5,,4,6,2,,1,,2,4,3,7,5,1,2,2,0.5854133668424137
15704865,13-Oct-2024 03:51:43,13-Oct-2024 04:01:25,1,1,9,2,4,1,3,2,1,1,3,5,4,1,2,1,1,4,4,5,4,5,5,3,2,1,4,4,5,5,2,3,3,3,2,3,,3,4,2,2,2,2,6,,,3,,,,,,,,4,,1,1,1,4,1,6,3,1,1,,,,,,2,,,,,,,,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,4,2,1,5,,,,,,,,,,3,3,1,3,3,1,3,1,2,2,2,1,2,4,2,,1,1,1,1,6,10,,3,6,2,,1,,2,4,1,4,4,2,2,2,2.0452696662390886
15704866,09-Oct-2024 05:16:02,09-Oct-2024 05:22:30,1,1,9,2,2,1,1,2,1,2,5,2,2,1,2,1,1,6,2,3,3,1,1,1,1,1,1,1,3,4,,,,,,2,,3,3,1,1,2,2,6,,,6,,,,,,,,4,,1,3,1,2,3,2,3,2,1,,,,,,1,1,1,1,1,1,1,2,,,,,,1,1,1,1,1,2,1,3,1,3,,,,,,,,3,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,3,2,2,,1,1,1,1,2,9,,3,6,2,,2,,2,4,1,5,4,1,1,2,0.5773631065407663
15704867,10-Oct-2024 00:06:19,10-Oct-2024 00:13:25,3,1,9,3,5,1,1,2,1,6,1,4,4,2,2,1,1,5,2,3,5,4,3,3,3,2,2,1,3,2,1,1,1,3,1,3,,3,2,3,2,2,1,5,1,,1,3,1,1,2,1,1,1,1,99,1,1,1,1,1,1,99,,99,,,,,,99,,,,,,,,,,,,,1,2,3,3,1,3,2,2,2,3,,,,,,,,2,4,2,2,2,2,2,2,2,2,1,,,,,3,1,3,2,3,3,3,2,1,5,2,,1,2,2,1,3,1,2,1,4,2,,1,,2,3,1,2,3,1,1,1,0.4987574769855315
15704868,08-Oct-2024 16:22:31,08-Oct-2024 16:55:50,1,1,9,3,6,1,2,2,1,2,3,2,4,99,99,1,99,6,3,3,3,4,4,3,3,3,2,3,3,5,,,,,,1,,3,3,2,2,2,2,5,,,4,,,,,,,,3,,1,1,1,3,1,3,3,3,1,,,,,,1,3,3,2,3,1,1,2,,,,,,2,2,2,3,3,2,3,4,2,2,2,2,2,2,5,3,3,3,,,,,,,,,,,,,,,,2,3,1,3,2,3,1,1,6,1,2,1,1,3,1,1,1,2,1,4,1,,1,,1,1,1,9,1,2,2,3,1.1375781640045775
15704869,11-Oct-2024 11:34:59,11-Oct-2024 11:45:00,3,1,9,4,2,1,1,2,4,7,5,2,3,1,2,1,2,1,2,,,,,,,,,,,,,,,,,1,3,3,3,6,2,2,2,5,,,5,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,3,3,3,1,1,2,2,2,1,3,3,5,1,2,2,2,2,2,5,5,3,2,5,,,,,,,,,,3,3,1,,,3,,1,2,2,4,1,3,2,2,,1,1,1,1,1,1,2,1,4,3,1,,3,1,1,1,5,2,2,1,2,0.7310876259180129
15704870,12-Oct-2024 11:28:11,12-Oct-2024 11:36:02,1,1,9,1,6,1,2,1,3,11,5,1,2,2,1,1,2,6,1,3,3,2,1,1,1,3,1,6,1,1,,,,,,1,,3,2,1,1,3,1,4,2,1,2,4,3,4,4,2,3,5,1,1,1,1,1,1,1,6,3,3,2,,,,,3,1,1,1,1,2,1,2,1,,,,,,1,1,1,3,3,1,3,1,1,1,1,1,2,2,4,2,2,1,2,2,2,2,2,1,1,2,1,2,,,,,3,1,3,1,2,2,1,1,1,6,1,1,1,1,3,1,3,12,,3,5,3,2,,4,2,3,3,6,3,1,1,2,0.8844750794355828
15704871,08-Oct-2024 16:08:04,08-Oct-2024 16:19:57,1,1,9,2,5,1,1,1,3,5,4,1,2,2,1,1,1,6,2,2,2,1,2,1,2,2,2,2,1,1,,,,,,1,,3,2,1,1,1,1,4,2,1,1,4,3,1,3,1,3,3,1,1,2,2,2,2,2,2,3,1,1,,,,,,1,1,3,3,3,1,3,2,,,,,,1,1,1,2,3,1,1,4,1,2,2,2,1,2,5,4,3,2,5,,,,,,,,,,3,1,2,3,3,1,3,1,4,1,2,1,1,5,2,,1,1,1,1,6,9,,3,6,2,,1,,2,4,1,8,5,1,2,2,0.7690555354427955
15704872,08-Oct-2024 14:38:51,08-Oct-2024 14:49:37,1,1,9,3,5,1,1,1,1,9,2,4,5,2,1,2,2,6,3,3,1,5,3,1,3,3,4,1,1,1,,,,,,1,,3,5,2,1,8,1,3,3,1,3,1,3,2,5,3,3,3,1,1,2,2,2,3,3,2,4,3,2,,,,3,,1,1,3,3,1,1,3,1,,,,,,1,1,3,5,3,1,3,1,1,1,2,2,1,2,5,4,2,1,5,,,,,,,,,,3,3,1,2,3,3,1,1,2,2,3,1,1,5,2,,1,1,1,1,1,10,,3,6,2,,2,,2,3,1,9,3,1,2,3,0.5317346816013933
15704873,08-Oct-2024 21:51:12,08-Oct-2024 22:00:17,3,1,9,3,6,1,1,1,3,5,2,1,3,1,1,1,1,4,3,3,4,5,5,4,4,5,3,3,1,4,3,1,2,3,1,1,,3,3,4,2,2,2,5,,,5,,,,,,,,4,,2,2,2,3,3,6,3,3,1,,,,,,2,,,,,,,,3,3,2,3,2,2,3,3,3,4,3,4,4,2,2,2,2,2,2,5,3,3,2,5,,,,,,,,,,3,2,1,3,3,2,3,2,3,3,3,1,1,6,2,,1,5,4,1,1,1,1,1,2,1,,2,,1,1,1,9,2,2,1,2,0.5288280539649243
15704874,08-Oct-2024 16:04:21,08-Oct-2024 16:18:20,1,1,9,2,4,1,1,1,3,8,1,4,3,2,2,1,1,4,5,3,5,5,4,5,5,5,4,2,2,4,2,1,1,1,1,2,,3,3,2,3,2,1,5,3,1,2,4,4,2,3,3,3,3,1,1,1,3,1,1,3,1,1,3,1,,,,,,1,3,3,1,3,1,1,2,,,,,,1,1,2,3,3,2,2,2,1,2,2,2,1,2,4,3,4,1,2,1,2,2,2,1,2,2,3,3,,,,,3,3,2,1,1,1,2,2,2,4,2,,1,2,2,1,1,1,1,1,6,4,99,,,9,9,2,6,2,1,2,2,1.7456711536744236
15704875,08-Oct-2024 20:21:30,08-Oct-2024 20:29:12,3,1,9,2,5,1,1,1,1,9,5,1,2,2,2,1,1,4,2,1,2,2,1,2,1,3,2,6,2,1,,,,,,1,,3,2,1,1,2,1,1,1,,2,5,3,1,3,1,3,3,1,1,2,2,2,2,2,2,3,,1,,,,,,1,1,3,3,3,1,3,2,,,,,,1,1,5,5,4,1,3,5,1,1,1,1,2,2,3,3,3,1,1,1,1,1,2,1,1,1,1,1,,,,,3,1,3,1,4,2,2,1,1,5,2,,1,1,1,1,1,9,,3,6,2,,1,,2,3,1,9,3,1,2,3,0.6705872567628105
15704876,09-Oct-2024 13:52:01,09-Oct-2024 14:02:43,1,1,9,2,5,2,1,2,1,4,2,3,4,2,2,2,2,1,4,5,5,4,3,4,4,4,2,6,2,2,1,2,3,3,2,3,,2,2,2,7,8,1,1,1,,2,5,3,2,3,1,3,4,4,,1,2,3,2,2,2,3,,2,,,,2,,2,,,,,,,,1,1,1,3,3,1,1,1,2,2,1,2,2,1,2,2,1,1,2,5,4,1,2,5,,,,,,,,,,2,2,1,3,3,2,,1,3,2,2,2,1,5,2,,1,4,4,1,1,3,2,4,2,1,,1,,1,1,2,5,1,1,1,1,0.908552177360263
15704877,08-Oct-2024 17:44:50,08-Oct-2024 18:09:22,1,1,9,3,2,1,2,2,1,3,5,2,3,2,1,1,1,4,2,2,3,2,2,2,2,2,2,6,2,2,,,,,,1,,3,2,1,1,1,1,1,1,,1,1,3,3,3,3,3,3,1,1,3,3,2,2,3,2,3,,1,,,,,,1,1,3,3,1,1,3,1,,,,,,3,3,3,5,2,2,5,3,2,2,1,2,2,1,5,4,4,3,,,,,,,,,,,,,,,,3,4,1,3,3,3,2,3,2,1,7,4,99,3,4,1,1,1,1,2,1,,1,,1,1,1,9,2,1,1,3,0.9542057481370424
15704878,10-Oct-2024 18:48:14,10-Oct-2024 19:03:01,1,1,9,3,5,1,1,1,1,4,5,1,3,2,1,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,,,,,,1,,2,2,1,1,1,2,5,,,5,,,,,,,,2,1,1,1,1,2,2,2,3,3,1,,,,,,1,1,3,2,2,1,3,2,,,,,,1,1,2,3,2,1,3,3,1,1,1,2,1,1,4,4,2,2,4,1,1,2,1,2,2,2,2,3,,,,,3,2,3,1,2,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,1,3,1,,2,1,1,1,9,2,1,1,3,0.3836370635267954
15704879,08-Oct-2024 15:14:39,08-Oct-2024 15:51:18,1,1,9,1,5,1,1,2,2,2,4,2,3,2,2,1,1,5,2,3,4,3,3,1,3,3,3,3,4,1,3,1,1,1,1,1,,3,3,1,1,3,2,5,,,3,,,,,,,,1,1,2,2,2,1,1,3,3,3,1,,,,,,1,1,1,1,3,1,2,2,,,,,,1,1,2,5,4,1,4,4,1,2,1,1,2,2,5,4,3,2,4,2,2,2,2,2,2,2,4,4,,,,,2,1,3,1,2,2,1,1,1,5,2,,1,1,1,1,2,10,,3,6,2,,1,,2,4,1,8,5,1,2,2,0.901985900625846
15704880,10-Oct-2024 14:08:23,10-Oct-2024 14:17:33,1,1,9,3,5,1,1,1,1,3,5,1,2,2,2,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,1,,3,1,1,1,1,1,4,2,2,2,1,2,1,3,1,3,3,1,2,2,2,1,2,1,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,1,1,2,2,3,1,3,3,2,2,1,1,2,2,4,4,3,2,3,1,1,2,1,1,2,2,2,2,,,,,3,2,3,1,4,2,3,1,1,5,2,,1,1,1,1,1,10,,3,6,1,,1,,1,2,1,9,3,1,1,3,0.37207790069558716
15704881,10-Oct-2024 15:23:57,10-Oct-2024 15:34:25,1,1,9,2,5,1,1,2,2,2,5,1,1,1,1,1,2,6,2,1,2,3,2,2,2,2,3,2,2,2,,,,,,1,,3,1,1,2,2,2,5,,,4,,,,,,,,3,,1,2,2,2,2,2,3,3,1,,,,,,1,1,2,2,1,1,3,2,,,,,,1,1,2,3,2,2,3,3,1,3,,,,,,,,2,5,,,,,,,,,,3,3,1,1,3,2,1,2,2,3,2,1,1,5,2,,1,1,1,1,1,1,1,1,2,4,1,,4,1,1,1,7,1,2,1,2,0.7626864904261772
15704882,08-Oct-2024 15:52:57,08-Oct-2024 16:03:10,1,1,9,2,5,1,1,1,3,5,5,1,2,2,2,1,1,6,2,2,2,3,3,1,3,1,2,1,4,3,,,,,,1,,3,3,1,2,3,1,5,3,1,3,2,3,1,3,2,3,3,2,2,1,3,2,2,1,2,3,3,1,,,,,,2,,,,,,,,3,3,3,2,1,1,2,2,3,3,1,3,3,1,2,1,1,2,2,4,3,3,2,3,1,1,2,1,1,2,2,2,2,,,,,3,1,3,1,2,1,2,2,1,5,2,,1,1,1,1,1,2,2,2,2,3,2,,4,2,3,1,9,3,1,1,3,0.3954524786015128
15704883,08-Oct-2024 20:11:03,08-Oct-2024 20:23:21,1,1,9,3,5,2,1,2,1,2,5,1,4,2,2,1,1,6,2,4,3,3,4,3,2,2,1,2,1,4,,,,,,3,,3,2,1,3,2,2,2,,,2,,,,,,,,3,,1,1,1,3,3,3,3,2,2,,,,2,,2,,,,,,,,1,1,1,1,1,2,2,3,4,4,1,2,3,2,3,,,,,,,,2,5,,,,,,,,,,1,1,1,1,3,2,1,1,3,3,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,7,1,1,1,2,0.5246446278422413
15704884,09-Oct-2024 11:49:10,09-Oct-2024 12:07:48,3,1,9,3,5,2,1,2,1,6,5,1,2,2,2,1,2,1,1,4,3,3,2,1,1,3,3,2,2,1,,,,,,1,,3,3,1,1,3,1,4,4,1,3,,3,3,1,2,3,3,2,1,1,2,2,2,2,6,3,3,1,,,,,,1,2,3,3,3,1,3,2,,,,,,2,1,2,2,3,2,1,1,1,2,2,2,1,1,4,3,2,2,4,2,1,2,2,2,2,2,3,3,,,,,3,1,,1,1,2,3,2,1,5,2,,1,2,2,1,1,1,2,1,3,2,,1,,2,3,1,9,3,1,1,3,0.4290094655465228
